20203991,fn-Ezrwscvx,ln-Slounhwozq,1997-12-06,C104,3.11
20193928,fn-Xxdfen,ln-Epqzn,1993-06-04,C504,2.79
20184634,fn-Vhccekxwkc,ln-Fiyungklu,2000-09-14,C202,3.9
20191473,fn-Phvaan,ln-Ohel,1998-02-21,C303,1.71
20184863,fn-Ohyjkrlf,ln-Zqupsnrck,2007-04-15,C205,3.18
20204871,fn-Xabw,ln-Ykxonlnxq,2006-04-25,C102,3.3
20201321,fn-Wzyw,ln-Frqswr,2007-08-04,C403,3.62
20182549,fn-Jawi,ln-Wjskxh,2002-03-10,C403,1.59
20200409,fn-Gusafpnbw,ln-Zsqydfbls,2005-06-11,C205,1.41
20193018,fn-Ucczocvhko,ln-Crlhpdt,2007-11-08,C101,1.55
20182761,fn-Xvslbr,ln-Fvekufeiqf,2010-08-18,C105,0.43
20192271,fn-Taza,ln-Jxzyuofdml,1990-07-26,C205,0.12
20193260,fn-Yjzmwymr,ln-Bodot,2002-07-26,C504,2.78
20192597,fn-Tvlwviawl,ln-Miajqu,2006-07-10,C105,1.83
20181748,fn-Vubpsrge,ln-Wfkxvrw,2002-08-10,C503,0.24
20201617,fn-Wljjkeaety,ln-Dmrmrvq,1995-04-26,C201,1.64
20180494,fn-Mzxmuf,ln-Evki,1991-06-04,C403,2.47
20201854,fn-Qyuifew,ln-Ayumt,1997-01-06,C104,0.96
20193217,fn-Vwlk,ln-Uclxc,2009-04-10,C103,2.75
20201512,fn-Taccqyhh,ln-Ykbtxmi,1990-02-08,C204,1.31
20184185,fn-Ifmryzxrq,ln-Akjsy,2003-01-26,C402,2.05
20181476,fn-Eldt,ln-Ylwx,1994-04-04,C205,0.14
20202363,fn-Rcaltl,ln-Tveqxwfzi,1990-10-11,C403,0.67
20190769,fn-Bwewohea,ln-Pdqaev,2006-08-06,C105,0.14
20182701,fn-Nppj,ln-Wvct,2001-11-14,C301,3.02
20184939,fn-Hqjbhnlf,ln-Hlvhqamqx,1998-12-17,C505,3.3
20201825,fn-Psljuysa,ln-Syujqdfxjt,2004-11-04,C204,3.96
20201891,fn-Zpkokq,ln-Zxijxyp,2009-03-31,C101,2.43
20200716,fn-Dqvyeqnc,ln-Tfhgfdug,2008-07-24,C303,3.61
20182681,fn-Zmgkgti,ln-Rieaas,2010-05-02,C205,1.95
20203616,fn-Jecxa,ln-Ngrpg,1998-07-21,C502,0.68
20182867,fn-Otlvgzmd,ln-Sijzq,1995-02-07,C503,0.78
20183846,fn-Jhwzpmpcl,ln-Sluq,2009-11-08,C202,2.07
20180307,fn-Qwgxjk,ln-Eoaxvpay,2009-04-01,C401,1.55
20200834,fn-Qeydppljmm,ln-Hdhdocx,1997-02-28,C102,2.01
20202968,fn-Byzelj,ln-Lhiqgzaimt,2001-11-02,C305,0.33
20181904,fn-Oaknmcbvjt,ln-Vcczl,1993-02-06,C203,1.81
20190980,fn-Pznfihqst,ln-Cscxgebvpt,1994-05-17,C201,0.2
20190618,fn-Optlteka,ln-Feuoens,1993-03-16,C304,3.98
20181636,fn-Cljeai,ln-Zbebcxm,2007-06-25,C101,3.93
20202633,fn-Ledvr,ln-Oirebh,1996-12-05,C104,1.35
20204580,fn-Yyalfhaag,ln-Izkee,2005-12-31,C101,0.55
20181117,fn-Pqvbbpu,ln-Rqrnj,2002-11-02,C102,2.32
20191078,fn-Cbbwks,ln-Fkuoki,2006-07-01,C201,2.04
20191656,fn-Cdkao,ln-Aoow,1996-04-15,C104,2.35
20183988,fn-Tssfavchho,ln-Puwmqjyvz,1994-06-02,C104,1.04
20183017,fn-Lxvrevxb,ln-Bnwlexc,1997-08-02,C504,2.93
20182533,fn-Tpwgfvh,ln-Aink,1995-04-17,C304,3.22
20203889,fn-Vjyoqpwv,ln-Shca,2002-01-28,C502,1.68
20190346,fn-Cvnfx,ln-Kbjsmrozra,1999-09-30,C102,2.02
20180171,fn-Oqhoatjzyj,ln-Htfjhzibx,1995-03-13,C201,3.58
20192723,fn-Ammd,ln-Lhjta,2009-01-15,C202,3.02
20181223,fn-Pvtrjgvaba,ln-Yjjug,1990-10-04,C205,4.0
20192507,fn-Pqbrtwmo,ln-Obmtdreeo,1992-05-13,C505,1.65
20181143,fn-Klbaoglrf,ln-Yqhxk,2006-09-17,C203,0.32
20182317,fn-Yvfzlmhxgh,ln-Iijcj,2008-08-07,C201,3.52
20183164,fn-Liktfaz,ln-Poypjt,2002-02-05,C404,1.81
20200321,fn-Vdcrveu,ln-Wuofxhsqe,2006-11-13,C403,1.05
20194690,fn-Cmtawoo,ln-Atcccespsf,2009-07-09,C204,2.1
20190019,fn-Reqc,ln-Wvrb,2010-12-28,C103,1.29
20190311,fn-Frzuni,ln-Hbtrfa,2005-05-30,C501,3.77
20190358,fn-Yfijgx,ln-Kdhpydcync,2009-07-06,C103,1.56
20184668,fn-Ndaq,ln-Bnsutofae,1990-04-15,C201,3.01
20193530,fn-Kmrtdv,ln-Lzeg,2002-11-14,C305,1.07
20180503,fn-Rwfo,ln-Jgutc,2010-02-07,C303,1.29
20183562,fn-Tkfxzdollo,ln-Vewv,2005-06-19,C305,2.58
20194283,fn-Tnfboap,ln-Taroqxvri,2007-01-15,C502,2.17
20191458,fn-Mapjb,ln-Mdmvlbo,2010-12-25,C103,2.3
