20184133,fn-Dau,ln-Cvysghpzep,2001-03-23,C101,3.13
20203983,fn-Xuapvei,ln-Urpf,1990-05-01,C505,0.58
20203569,fn-Ikxysq,ln-Fmkyygo,1996-10-15,C304,3.85
20184648,fn-Dpteoavhk,ln-Wcjbvths,2006-11-10,C305,0.17
20204785,fn-Hyri,ln-Ddjedqh,1997-07-09,C302,0.20
20203549,fn-Arudjp,ln-Vpqukbwu,2010-12-27,C304,4.90
20193678,fn-Eayhvmnur,ln-Hzeon,1996-06-20,C406,2.34
20204462,fn-Skdhz,ln-Kvsb,2000-04-25,C304,1.20
20184493,fn-Hwfoxi,ln-Tnayet,1994-05-28,C302,0.12
20203491,fn-Ekwidtfyez,ln-Xswsca,2003-01-22,C505,1.17
20194077,fn-Jhiphvzu,ln-Kbji,2009-03-28,C103,4.17
20184461,fn-Rukfgpu,ln-Rbxkyfri,2003-03-11,C204,0.33
20203845,fn-Swsxvlfy,ln-Gthjs,1991-04-02,C502,0.96
20193770,fn-Mrbjws,ln-Zmdcn,2004-04-23,C302,4.19
20194204,fn-Wvdkphx,ln-Qftlawr,2000-07-16,C303,1.19
20183419,fn-Qsj,ln-Zlm,1991-08-13,C406,1.75
20204889,fn-Rfhxg,ln-Pyaakixid,1994-02-02,C504,1.58
20204945,fn-Entelgbcao,ln-Yesculv,1990-03-10,C306,2.48
20194139,fn-Fsjwm,ln-Geqlk,1999-08-24,C305,0.05
20193628,fn-Eyhlgmfd,ln-Yyrtr,2000-02-26,C105,2.42
20184588,fn-Xllixxeuc,ln-Tfm,1995-11-22,C204,1.88
20193517,fn-Xkbuecg,ln-Xitvtetiz,2008-01-18,C304,3.76
20203982,fn-Hkkneiih,ln-Wot,2000-02-22,C203,2.83
20194098,fn-Tak,ln-Ztok,1994-03-05,C203,4.92
20194259,fn-Iifiozyza,ln-Iumyerwf,1998-03-27,C204,1.13
20194551,fn-Dropziw,ln-Kgnntd,1996-03-17,C105,4.98
20203721,fn-Iigx,ln-Xrkcpvixf,2000-07-17,C605,3.33
20184047,fn-Urvmrmwe,ln-Ywd,1991-10-26,C101,4.75
20194309,fn-Kjihkt,ln-Uubgwbhpc,1990-12-23,C201,2.17
20193703,fn-Seucjroj,ln-Uincb,2003-12-06,C106,2.35
20184081,fn-Yhwjezyjyr,ln-Qfhm,2005-02-20,C302,1.27
20194619,fn-Yos,ln-Kgncyux,2001-09-12,C303,1.32
20183511,fn-Udoi,ln-Noqxoqxv,1994-01-12,C501,1.56
20204936,fn-Ygpruiutk,ln-Icnrrl,2003-02-23,C406,3.07
20194962,fn-Xhahlve,ln-Bhnrmkmjj,1995-12-01,C503,1.85
20194274,fn-Ohx,ln-Aklugfcdvt,1993-05-14,C306,4.51
20204588,fn-Pbz,ln-Tjtmfryc,1995-12-02,C406,0.90
20184384,fn-Wumdm,ln-Rwmyg,1993-05-20,C203,0.00
20183947,fn-Emfhqma,ln-Iihpaqbuj,2004-06-23,C601,1.07
20204282,fn-Cljvin,ln-Rzpjigfvaq,2007-04-02,C502,1.75
20193430,fn-Lfxtcgcr,ln-Wufmqlarfj,1999-05-25,C605,2.05
20193874,fn-Pmmoplpsfh,ln-Ngdfa,1995-07-09,C406,4.44
20183655,fn-Sctp,ln-Pobtccj,1996-09-18,C106,2.03
20184019,fn-Fthospqma,ln-Ctgyourba,2005-01-03,C303,0.45
20203630,fn-Ifqcl,ln-Incunehq,1998-01-12,C605,4.60
20204248,fn-Otbux,ln-Qrfiwxryq,2000-01-04,C606,1.67
20184185,fn-Npfj,ln-Bodcc,1993-04-12,C604,3.74
20203708,fn-Byljwu,ln-Awcciq,2010-02-08,C302,1.54
20183808,fn-Qxpiecyylj,ln-Jsvjdyd,2007-07-06,C204,3.61
20204289,fn-Omvoe,ln-Jioulxc,1996-08-20,C501,0.59
20204954,fn-Prkff,ln-Rept,1990-02-20,C406,3.99
20194919,fn-Lgdfy,ln-Qjmtxdqlh,1996-01-08,C404,2.14
20203594,fn-Uhnpsbzep,ln-Ozys,2009-03-19,C501,4.26
20194317,fn-Lbcmubmj,ln-Quysidvz,1992-11-25,C502,4.46
20204718,fn-Hqe,ln-Okst,2009-01-02,C306,3.38
20194025,fn-Zoa,ln-Ubyqc,2001-07-31,C405,0.01
20193798,fn-Hiwbjlbjc,ln-Kfz,2007-09-13,C505,0.43
20193714,fn-Xtxy,ln-Zxnvjlfuo,1995-04-14,C403,4.65
20183457,fn-Qyqmwx,ln-Mdcfhp,2009-12-16,C404,0.11
20183898,fn-Oapkyka,ln-Dmsrsuh,2004-08-09,C603,4.50
20193510,fn-Wqodxs,ln-Wabseiyaau,2005-02-10,C103,1.89
20184266,fn-Ooans,ln-Ajyntkj,1991-07-26,C305,0.60
20203664,fn-Qojuhnq,ln-Qsdbpnux,2010-12-12,C406,1.38
20193725,fn-Can,ln-Quuul,1993-10-24,C606,0.95
20183574,fn-Poxozc,ln-Qkh,2001-04-12,C501,3.47
20203416,fn-Qcgokrku,ln-Wzwi,2009-03-07,C401,1.05
20184218,fn-Eiz,ln-Osvv,1995-10-30,C606,1.62
20194485,fn-Eqfyueyqa,ln-Rgo,2006-07-21,C402,0.97
20193940,fn-Tfyugix,ln-Gfvxjiptu,1995-09-18,C303,2.27
20184583,fn-Fdhbxby,ln-Pbgajvg,1993-01-18,C305,2.56
20184559,fn-Ipukghy,ln-Glxaim,2005-11-09,C105,3.88
20193610,fn-Kesjoeucn,ln-Qfmhjjofeo,2002-09-10,C103,2.47
20203787,fn-Avzb,ln-Gsxbyauv,1994-06-22,C101,3.96
20203666,fn-Lctrbh,ln-Ivfuq,1991-04-14,C204,3.64
20183621,fn-Irlw,ln-Wsgvzm,2000-03-07,C603,3.35
20184474,fn-Zqsj,ln-Xdsguqio,2002-03-16,C305,4.01
20184695,fn-Wkycfaxzam,ln-Isunpg,2000-02-25,C302,4.83
20193899,fn-Okmowgbppq,ln-Uxaj,1995-09-01,C105,1.99
20204927,fn-Mjac,ln-Nulokdc,2009-08-28,C504,3.62
20204212,fn-Vktltqfpp,ln-Inve,2008-07-09,C504,2.76
20204704,fn-Fqhsy,ln-Kuo,1999-11-06,C505,4.27
20203607,fn-Pthnwvel,ln-Drdcn,2005-07-23,C404,1.15
20194345,fn-Kxwpdk,ln-Olykytcz,1991-02-15,C504,3.06
20184435,fn-Etkb,ln-Moyzituxcf,2000-06-22,C104,3.59
20194853,fn-Tfnjdzu,ln-Sigpeqb,1992-10-08,C201,2.40
20204083,fn-Hqmq,ln-Awdbmet,2009-03-18,C401,2.13
20194601,fn-Gygiipnk,ln-Jevjyjkc,1990-08-24,C101,3.72
20194374,fn-Usnzrey,ln-Wrx,2003-07-29,C102,2.25
20203649,fn-Efgvk,ln-Jppms,2010-09-20,C602,4.42
20193941,fn-Ysohxxjoso,ln-Pvq,1993-03-06,C604,0.88
20184554,fn-Whf,ln-Jlvgagrxj,2005-04-04,C402,3.65
20183545,fn-Xcftbooc,ln-Hpe,2008-10-18,C202,1.54
20203719,fn-Zxmqx,ln-Qjtqzk,2007-04-25,C404,1.31
20194176,fn-Hfttmub,ln-Xcxg,2009-08-04,C502,1.67
20204128,fn-Ibl,ln-Beabvpboua,2010-07-02,C302,0.42
20184252,fn-Pnlvk,ln-Gin,1999-08-07,C301,0.49
20184548,fn-Mcgut,ln-Jagznslcde,2002-09-01,C403,2.51
20184711,fn-Ggydj,ln-Ttvvyds,2003-07-28,C601,2.86
20184229,fn-Kswlbmawmy,ln-Woo,2003-02-17,C206,1.80
20203739,fn-Kuok,ln-Bvasorjhws,1998-02-24,C106,3.55
20183949,fn-Hvex,ln-Istmyktqyl,1993-09-19,C102,3.47
20204188,fn-Cadk,ln-Dud,1998-02-03,C605,3.70
20184528,fn-Olkdtem,ln-Hluylguuen,2003-12-28,C404,0.78
20203675,fn-Qvqaoxyssd,ln-Jqvrifsz,1996-01-27,C401,3.20
20184333,fn-Bbyvihwacr,ln-Qswjat,1992-06-06,C304,0.30
20203512,fn-Dky,ln-Zcjl,2000-01-03,C205,1.43
20184589,fn-Pfs,ln-Epacjdhyu,2000-05-12,C606,3.00
